"Story","Title","Result","Date","Stability","Duration (s)"
"Busqueda de 5 productos exitosomante por la caja de texto","Buscar el ProductoPolygon","SUCCESS","2022-08-14T17:23:30.348-05:00[America/Bogota]","0.0","93.03"
